id,transactionDate,merchant,transactionAmountinCents,issuerId,userId,transactionStatus
193,"{""$date"":""2022-07-09T01:43:46.000Z""}",Mitsubishi,3545,9,adfd71f3-f458-4b65-a53f-7207a1f5bd1d,APPROVED
194,"{""$date"":""2022-06-24T23:40:32.000Z""}",Buick,7524,19,33afa192-6a7a-4cfc-9efa-a98126841ae5,APPROVED
195,"{""$date"":""2023-01-09T16:19:57.000Z""}",Ford,8221,27,02d1175b-fe1d-4905-99be-b76624c33017,APPROVED
196,"{""$date"":""2022-07-23T19:52:47.000Z""}",,8768,13,101a2107-738a-4204-b8e5-4e5baafec7ec,APPROVED
197,"{""$date"":""2022-08-01T19:56:03.000Z""}",Volvo,5502,14,209d38c1-6a50-4f94-8b2e-2879029fa331,SETTLED
198,"{""$date"":""2023-03-23T11:29:05.000Z""}",BMW,7352,22,3512c973-bce1-433d-8737-4a3396472975,APPROVED
199,"{""$date"":""2022-12-20T18:23:13.000Z""}",MINI,1658,25,c428c883-4153-40a6-9a09-7923279bf984,APPROVED
200,"{""$date"":""2022-10-21T13:54:53.000Z""}",Toyota,3975,19,6cd134d6-7e9f-476a-a442-78d6c4427187,APPROVED
201,"{""$date"":""2022-05-30T20:29:13.000Z""}",Audi,9163,30,6f93975e-707a-4683-a8bc-dbbda8012c76,APPROVED
202,"{""$date"":""2022-06-13T11:19:07.000Z""}",Subaru,3386,16,e832ef83-8838-40d1-9c76-d45bdfb472e7,APPROVED
203,"{""$date"":""2023-01-25T08:15:58.000Z""}",GMC,1784,29,a8142d1d-ed77-44fe-a96c-f937c82cb15c,APPROVED
204,"{""$date"":""2023-07-10T16:26:35.000Z""}",Volkswagen,4561,5,2857d8d3-800c-4d6f-a5fb-3ecfb0f1217a,SETTLED
205,"{""$date"":""2023-07-11T18:12:01.000Z""}",Toyota,3643,30,081a990b-b015-44d7-8d0c-cde9cab8f7f9,APPROVED
206,"{""$date"":""2023-05-27T01:32:40.000Z""}",Pontiac,9779,5,68468dc7-1836-4f61-8688-41b116607a90,APPROVED
207,"{""$date"":""2023-01-11T09:32:36.000Z""}",Hyundai,5895,27,f8bc18c0-a7a0-4e38-bb28-7da0f033bbf3,SETTLED
208,"{""$date"":""2023-02-28T20:41:34.000Z""}",,9297,14,0043c688-3c9e-4740-8392-de8123930b70,SETTLED
209,"{""$date"":""2022-08-25T05:19:21.000Z""}",GMC,57,12,22e3bf84-b78c-46e7-87cf-c11973ec1a7f,SETTLED
210,"{""$date"":""2022-10-30T01:07:09.000Z""}",Lincoln,3918,7,2f8994ed-8aa6-4e9c-9ab0-266752028c60,APPROVED
211,"{""$date"":""2022-09-23T08:22:52.000Z""}",Mitsubishi,1864,8,6efeec02-412d-4ba4-8abb-75bb8746dcb4,APPROVED
212,"{""$date"":""2022-07-08T06:53:07.000Z""}",Maybach,4259,23,efadedf0-7ddf-42e1-b8bf-4b9e139c22ba,SETTLED
213,"{""$date"":""2022-08-05T23:06:44.000Z""}",Honda,5251,29,6f4a4e13-f9ba-44b2-9480-0f3dedfcdfc8,APPROVED
214,"{""$date"":""2023-04-16T15:33:15.000Z""}",Pontiac,5806,17,aa7fad29-3829-42a3-8fb7-4de3667edd26,APPROVED
215,"{""$date"":""2023-05-30T05:24:38.000Z""}",Isuzu,2099,29,cedbe3f7-c26b-403a-b167-fac994cb9392,APPROVED
216,"{""$date"":""2023-01-21T22:49:51.000Z""}",Lexus,8030,2,4339b984-14dd-4bf1-bbdc-174db1dd7080,SETTLED
217,"{""$date"":""2022-06-08T05:36:32.000Z""}",Daewoo,2006,20,92f3add8-fc96-463b-a9b1-16788130837a,SETTLED
218,"{""$date"":""2022-11-23T17:25:17.000Z""}",BMW,1272,23,f803af09-14d9-4e0e-88de-fcbcb71e2e03,SETTLED
219,"{""$date"":""2023-05-10T10:06:07.000Z""}",GMC,6227,9,ded5dcd4-74ca-4030-9a79-372ac8424334,APPROVED
220,"{""$date"":""2022-05-19T00:36:59.000Z""}",Audi,1640,2,2ade12fe-a1c5-4c5f-954c-d9982eac3c53,APPROVED
221,"{""$date"":""2022-07-31T14:04:04.000Z""}",Volvo,5043,5,10998cc7-8a96-49ff-b094-f2b6de0928d7,SETTLED
222,"{""$date"":""2023-04-04T10:10:52.000Z""}",Mitsubishi,2078,23,ced7b120-0fd7-4e2c-9b5e-24536d3a0b6e,APPROVED
223,"{""$date"":""2022-06-16T09:33:48.000Z""}",Infiniti,5886,22,f0092b67-edd2-4f40-b1a3-15794b93738b,SETTLED
224,"{""$date"":""2023-03-27T02:03:57.000Z""}",Ford,3414,5,00dac83c-b0c8-4b2b-b2b5-cc4b351840f0,APPROVED
225,"{""$date"":""2022-11-27T18:35:10.000Z""}",Chevrolet,2053,23,8d731a39-fc58-4b35-a338-c490ea724730,APPROVED
226,"{""$date"":""2022-09-14T16:00:54.000Z""}",Dodge,8460,15,d15c4f05-c32f-4229-971c-e1bb0bcfafb8,SETTLED
227,"{""$date"":""2022-09-10T02:43:15.000Z""}",Dodge,2039,11,6b297a03-df61-476e-a30d-adf650ea2049,SETTLED
228,"{""$date"":""2022-06-11T11:02:30.000Z""}",Dodge,7975,12,93cf6847-38aa-4a6a-8c49-a38c63fb20f1,SETTLED
229,"{""$date"":""2023-02-06T20:15:54.000Z""}",Chevrolet,1672,22,538de5b3-2461-4fb2-a866-063efff47470,APPROVED
230,"{""$date"":""2022-11-04T10:24:27.000Z""}",Mercedes-Benz,1633,30,03f263fb-5d3f-4513-b11f-07ae07334058,SETTLED
231,"{""$date"":""2022-12-28T18:14:42.000Z""}",Mazda,1735,1,e275ffc6-65a2-4484-9ffc-d32e62fd78e4,SETTLED
232,"{""$date"":""2022-06-03T07:49:47.000Z""}",MINI,3388,14,c5f91005-c6bc-4152-b353-331ac7a20268,APPROVED
233,"{""$date"":""2023-03-18T21:02:11.000Z""}",Volkswagen,9184,17,6b83bfa7-5e1e-4c87-b199-bac414457f20,SETTLED
234,"{""$date"":""2022-08-17T18:14:28.000Z""}",Nissan,6062,1,be7fddbe-b33b-4b93-a494-7ca2d0fed191,APPROVED
235,"{""$date"":""2023-04-12T19:08:18.000Z""}",Infiniti,6453,4,64eccca3-f0e6-48ca-b12c-9ec55d9ae62e,SETTLED
236,"{""$date"":""2023-07-11T12:31:36.000Z""}",Saturn,7253,13,8309893f-2f59-433c-a67f-fd02981c973e,APPROVED
237,"{""$date"":""2023-03-28T22:47:06.000Z""}",Buick,1356,8,5107a4ca-3729-4d72-9b39-731569a457a8,SETTLED
238,"{""$date"":""2022-09-21T11:13:17.000Z""}",,186,7,731140a8-7d3a-4f2c-8ca2-960ae4d52164,SETTLED
239,"{""$date"":""2022-12-07T05:52:40.000Z""}",Mercury,5290,24,80258d27-cc89-4295-b0c6-053f9f87a4b8,APPROVED
240,"{""$date"":""2022-12-24T05:10:26.000Z""}",Chevrolet,1840,28,92804ecf-5a9d-41e5-8ef0-40219ea6e659,APPROVED
241,"{""$date"":""2022-07-31T13:18:12.000Z""}",Hyundai,1244,3,b5743a6e-b995-4e42-b185-aa308147d0e5,SETTLED
242,"{""$date"":""2023-05-16T01:26:32.000Z""}",Hyundai,4456,6,f27ad1c0-e9ee-45a4-be71-c35c481f1f05,SETTLED
243,"{""$date"":""2022-11-06T10:14:09.000Z""}",Mercury,2230,10,4db2616c-28a6-4a94-91af-87d5f574574b,SETTLED
244,"{""$date"":""2022-08-25T06:52:23.000Z""}",Toyota,1562,16,34fd7418-4249-4b31-a162-92cb929c33b5,SETTLED
245,"{""$date"":""2022-07-24T18:41:15.000Z""}",Bentley,4250,25,f67d504d-2c49-491f-82db-e4d84057ba4a,APPROVED
246,"{""$date"":""2022-12-15T09:48:31.000Z""}",Mitsubishi,3755,4,1cbf8ac6-23a5-4348-a37e-bf141f90c395,APPROVED
247,"{""$date"":""2022-07-10T04:08:43.000Z""}",Mazda,7643,1,d7863d59-9e51-4c17-bd28-323684111492,SETTLED
248,"{""$date"":""2023-06-10T04:51:20.000Z""}",Hyundai,1901,9,253e41cf-baca-4009-93d9-1320ef677276,APPROVED
249,"{""$date"":""2022-07-08T04:09:09.000Z""}",Cadillac,581,19,c767bd39-427c-410c-bab5-9193dde2ba3c,SETTLED
250,"{""$date"":""2022-09-03T00:59:48.000Z""}",Dodge,184,10,ee7969b7-1374-47fb-ae1b-7299e5e8145a,SETTLED
251,"{""$date"":""2022-08-09T07:47:31.000Z""}",Chevrolet,5389,19,be54f479-e9a8-4329-96fa-71433abdc949,SETTLED
252,"{""$date"":""2023-07-13T04:23:41.000Z""}",Mitsubishi,1499,28,e0bf5840-7b3e-4240-aafe-86fb174ff05b,SETTLED
253,"{""$date"":""2023-07-05T02:18:04.000Z""}",Nissan,4207,2,de8328aa-2a9b-4f27-8dcd-6ef4e629bb8b,APPROVED
254,"{""$date"":""2022-11-26T16:05:11.000Z""}",Ford,5888,17,2d1e699d-2910-4a6c-9c55-aee080d0d00c,APPROVED
255,"{""$date"":""2022-07-06T21:13:14.000Z""}",Mitsubishi,4175,25,7ddec559-cd56-49ab-a817-4349859da46c,APPROVED
256,"{""$date"":""2023-02-19T12:58:38.000Z""}",Suzuki,3329,15,bbde9a64-9333-43f2-9fa2-309b1e98acfd,SETTLED
257,"{""$date"":""2022-11-08T17:23:37.000Z""}",Mercedes-Benz,9241,14,d3fcad03-a9e7-4ab6-99de-8877a5db06c1,SETTLED
258,"{""$date"":""2022-08-23T15:10:27.000Z""}",Chevrolet,1399,10,62015c5d-e5be-4319-91d8-8471a33bc973,APPROVED
259,"{""$date"":""2022-10-20T08:01:44.000Z""}",Saturn,1538,20,c21baf9a-1022-4d08-ace4-575380331fd1,SETTLED
260,"{""$date"":""2023-01-02T03:07:38.000Z""}",Ford,5700,5,8725b8c3-2e88-4deb-b770-20a55c8e1a6f,APPROVED
261,"{""$date"":""2022-10-24T15:06:52.000Z""}",Lexus,3622,5,66a81087-68d9-4ac6-b53f-ea67ca1c6543,APPROVED
262,"{""$date"":""2023-04-03T18:30:10.000Z""}",Volkswagen,4207,10,4ef78caf-371f-447f-8340-e4bd114b0440,SETTLED
263,"{""$date"":""2023-04-08T11:21:19.000Z""}",Isuzu,5666,24,c25786e9-c3b3-4d02-a2c6-5884e6ac1fac,APPROVED
264,"{""$date"":""2022-09-12T15:26:36.000Z""}",Scion,7061,20,3b63d3f7-adaa-43d9-abea-41eca4106592,APPROVED
265,"{""$date"":""2023-05-05T23:19:20.000Z""}",Dodge,2699,25,6f5c53f0-a0f0-493a-bf69-907506ced57b,APPROVED
266,"{""$date"":""2022-10-28T08:15:09.000Z""}",Mazda,3292,20,003ce34b-be3a-4473-aba0-558e37268506,SETTLED
267,"{""$date"":""2022-07-10T17:26:23.000Z""}",Honda,2370,30,5ea6d97e-6d0a-4807-b2ad-76368b3c0165,SETTLED
268,"{""$date"":""2022-06-02T04:32:43.000Z""}",Honda,3385,18,f8e50a95-ce2a-476d-8567-380836c2684b,APPROVED
269,"{""$date"":""2023-01-16T17:38:30.000Z""}",GMC,8863,15,d208fe46-e1a0-4784-8820-d0dd2dd1c365,SETTLED
270,"{""$date"":""2022-07-05T18:44:42.000Z""}",Chevrolet,2011,1,04542807-4ab1-418e-9f33-428039f5636b,APPROVED
271,"{""$date"":""2023-01-02T13:33:35.000Z""}",Acura,9106,10,e125d9bf-c83e-470e-8901-a9491b646fdd,APPROVED
272,"{""$date"":""2023-05-08T08:21:38.000Z""}",Honda,7572,2,d4077fbc-d66d-4879-ae59-0a2840fff202,SETTLED
273,"{""$date"":""2023-05-31T10:16:41.000Z""}",BMW,3763,19,201228b5-e9e3-45e3-b56e-e1de53aed64c,APPROVED
274,"{""$date"":""2023-07-15T18:07:28.000Z""}",Subaru,6946,5,cfa6a502-ce90-4aa7-bf55-edc7596053ab,APPROVED
275,"{""$date"":""2023-02-03T21:22:53.000Z""}",Maybach,2719,2,d49a836a-2824-4f70-9780-2dce62ae1d11,SETTLED
276,"{""$date"":""2022-12-27T21:48:00.000Z""}",Chevrolet,1051,20,fd76bd1a-111d-4f6d-887e-d5ee1b298eff,APPROVED
277,"{""$date"":""2022-08-30T12:06:29.000Z""}",GMC,263,19,cbae1c6d-971b-44d2-8964-033957cf4006,SETTLED
278,"{""$date"":""2022-06-26T07:37:57.000Z""}",Mitsubishi,6899,28,2e9d586f-2e6d-4b94-a079-c766f516da72,SETTLED
279,"{""$date"":""2023-07-12T10:49:13.000Z""}",Mazda,2151,6,f8bbe693-830b-4619-b1f7-44fec7d13314,APPROVED
280,"{""$date"":""2023-07-03T06:15:07.000Z""}",Audi,7805,13,cd005c52-e296-4741-9ecf-3b707c5466c5,SETTLED
281,"{""$date"":""2022-07-26T03:18:37.000Z""}",Mazda,2400,21,0c72e6f6-68d1-4abf-ad97-fbd5929f0dd4,APPROVED
282,"{""$date"":""2023-04-25T23:39:33.000Z""}",Honda,1700,24,01ca28d3-fd78-48db-8f2d-ba6ef2f3d7eb,APPROVED
283,"{""$date"":""2023-03-01T07:34:27.000Z""}",Oldsmobile,7020,8,bc3293f8-ad5e-4e24-b130-21070c62d2e8,SETTLED
284,"{""$date"":""2023-04-21T22:35:52.000Z""}",Mitsubishi,7698,9,166daa02-c78c-48e3-ab3c-79ef0ac2217c,SETTLED
285,"{""$date"":""2023-07-04T07:07:45.000Z""}",Chevrolet,4273,30,4bdd820f-fca0-4ad4-bfc5-a2e8a53b2b3e,APPROVED
286,"{""$date"":""2022-05-14T18:59:23.000Z""}",MINI,3567,12,016ddcf5-b1a5-4258-acdd-031f08fb327e,APPROVED
287,"{""$date"":""2022-06-19T22:17:18.000Z""}",Acura,9945,27,e48f2187-82ce-449b-bf2a-e81b59c3f03e,APPROVED
288,"{""$date"":""2023-01-03T04:13:48.000Z""}",Mazda,1630,21,42a9ff85-e35c-4091-8489-cce502c125a0,APPROVED
289,"{""$date"":""2023-06-13T09:02:44.000Z""}",Honda,1195,14,3d88d5db-fa3f-4928-a95c-0410fcbcfe3d,SETTLED
290,"{""$date"":""2022-11-12T21:06:36.000Z""}",Ford,8839,8,a8ddbe1f-1fcd-4f5e-9d0f-f2738d3927d9,APPROVED
291,"{""$date"":""2023-04-18T21:03:46.000Z""}",Lincoln,7157,29,f01b292d-7865-4742-bac0-84a1ca16a6f9,SETTLED
292,"{""$date"":""2022-12-30T08:32:15.000Z""}",Ford,7771,12,bcccffd8-e42f-4ad1-bb25-5a0c776bae35,SETTLED
293,"{""$date"":""2023-03-22T06:29:31.000Z""}",Mercedes-Benz,542,1,9cef70c4-6cba-4b67-8c41-53428adbc598,APPROVED
294,"{""$date"":""2023-04-30T20:52:18.000Z""}",GMC,5235,11,7640dc22-fd2b-42f8-8d65-15a306538f7e,APPROVED
295,"{""$date"":""2022-05-11T01:42:48.000Z""}",Mercury,9110,20,65fbebe9-563f-4e58-8d0b-d3b7a4fc6335,SETTLED
296,"{""$date"":""2023-06-27T15:14:29.000Z""}",Nissan,540,15,a234f039-ca18-4ed2-ab60-bc3e1cf3b18f,SETTLED
297,"{""$date"":""2023-02-05T18:10:58.000Z""}",Acura,6048,23,4f5b02bc-2767-4604-a882-eeba219ad6c3,APPROVED
298,"{""$date"":""2022-11-27T11:08:52.000Z""}",Mitsubishi,6831,15,86bcf992-402c-4991-8019-23eabf4ab696,SETTLED
299,"{""$date"":""2022-12-01T15:43:02.000Z""}",Lexus,9673,23,4f296e98-517a-47c0-93c0-2ee72d5520e5,APPROVED
300,"{""$date"":""2023-01-30T17:16:56.000Z""}",BMW,1260,12,c7abbc09-2e30-4d3f-8b8e-ec384ae7176e,APPROVED
301,"{""$date"":""2023-05-28T07:56:13.000Z""}",Mitsubishi,3967,10,e3580844-6c22-4680-8166-2d416125eec3,SETTLED
302,"{""$date"":""2022-07-23T22:26:05.000Z""}",GMC,9108,9,a74f603d-d0db-4a01-b793-f21f3647265e,APPROVED
303,"{""$date"":""2022-10-17T17:27:05.000Z""}",Audi,7042,25,0cb9f0f6-c015-43b2-8b98-1c2f7a0c1e56,SETTLED
304,"{""$date"":""2022-08-25T16:57:16.000Z""}",Chevrolet,2057,18,c6314c31-e855-4470-98c1-4bad47893c72,SETTLED
305,"{""$date"":""2023-01-26T21:02:54.000Z""}",Lincoln,8564,7,b8d94b3c-5818-4164-a009-dffbb7e9d0bd,SETTLED
306,"{""$date"":""2022-06-12T00:18:41.000Z""}",Honda,4390,20,de793619-5799-482c-870a-64b81f9c1f9b,SETTLED
307,"{""$date"":""2023-04-14T05:38:15.000Z""}",Mercedes-Benz,9158,26,9cd08651-40b6-40a0-8a12-e4121c94a7f5,SETTLED
308,"{""$date"":""2022-07-09T05:20:16.000Z""}",Pontiac,3282,2,c9f9363a-97f2-4f17-86ce-e2bd64a5c87f,SETTLED
309,"{""$date"":""2023-01-23T18:10:50.000Z""}",Dodge,6364,17,9acaf737-7998-4ac2-83f3-8d548546ddcb,APPROVED
310,"{""$date"":""2022-08-03T03:37:38.000Z""}",Ford,4728,11,4e3681e1-9dc7-41ce-ae61-593bda9a8dda,SETTLED
311,"{""$date"":""2022-08-28T07:39:03.000Z""}",Suzuki,8268,17,d1836cda-77ad-4b4f-a344-e69c630eb1fb,APPROVED
312,"{""$date"":""2023-05-30T21:25:20.000Z""}",Pontiac,7267,18,96913169-2479-4af8-87ee-a270d562b451,SETTLED
313,"{""$date"":""2023-05-07T22:01:55.000Z""}",Audi,3880,27,fe65d534-9e0a-4f42-9cd5-47b2c00a822b,SETTLED
314,"{""$date"":""2023-01-09T16:41:46.000Z""}",Toyota,2982,3,d9df3517-6b7f-453c-b8f4-49fc7e01f22b,SETTLED
315,"{""$date"":""2022-11-26T17:23:09.000Z""}",Mercury,8160,3,9768a8de-baf2-4923-beff-f259c2a000d5,SETTLED
316,"{""$date"":""2023-02-04T08:35:15.000Z""}",Lamborghini,7906,13,a68b6daa-2b56-4174-b53c-01f17e4032b2,APPROVED
317,"{""$date"":""2022-12-06T20:01:27.000Z""}",Infiniti,83,15,9fadff49-e5fd-4f3c-ad57-7fec8dc082d5,SETTLED
318,"{""$date"":""2022-05-26T17:19:50.000Z""}",Toyota,4426,28,1eb27f27-392b-4169-9b2b-89897db2d562,SETTLED
319,"{""$date"":""2022-07-24T04:05:40.000Z""}",Subaru,2159,25,4faa2ab9-88f1-4c8d-8350-6f05fe8e1645,SETTLED
320,"{""$date"":""2022-05-29T05:20:16.000Z""}",Nissan,4496,2,e0bfee59-7c37-4498-90f7-6a532e3d75cd,SETTLED
321,"{""$date"":""2022-05-27T19:37:08.000Z""}",Ford,2606,4,757611a2-7dad-49c7-9037-aca136e790e4,SETTLED
322,"{""$date"":""2022-12-04T15:38:17.000Z""}",GMC,7872,30,33aa4c7f-aef2-4f84-8eef-0a3f43923e8b,SETTLED
323,"{""$date"":""2022-06-09T09:40:48.000Z""}",Hyundai,6456,12,a6bc1b7d-d584-41a6-a706-21b04fd4cc3f,APPROVED
324,"{""$date"":""2022-12-14T12:47:36.000Z""}",Oldsmobile,6481,7,8e6052bf-8c37-48ab-85c6-d93c80858b6e,APPROVED
325,"{""$date"":""2022-10-12T07:50:14.000Z""}",Ford,5570,8,af6ff8f6-aa5b-4323-8ec4-d2907690358e,SETTLED
326,"{""$date"":""2023-07-06T20:12:53.000Z""}",Audi,878,22,c5a08268-39a6-468a-bcb7-9f4503d77145,SETTLED
327,"{""$date"":""2022-06-06T05:24:10.000Z""}",GMC,8958,5,5faaccf7-9928-4c67-a0b9-91a493a2092f,APPROVED
328,"{""$date"":""2023-05-23T01:39:03.000Z""}",Chevrolet,5613,2,6cffe3f4-52a0-4b73-8eed-3d99bc871d92,SETTLED
329,"{""$date"":""2022-09-09T22:34:35.000Z""}",Lexus,5676,2,c24ac8a7-93c0-4ebd-9e47-c8b8a0361799,SETTLED
330,"{""$date"":""2023-01-03T21:07:48.000Z""}",Pontiac,7836,27,8ef1aaa6-a448-47de-93dd-9ff963e63c2b,APPROVED
331,"{""$date"":""2022-11-08T20:54:42.000Z""}",Ford,6504,28,1904bd40-f8ad-497a-8805-fb508c274508,SETTLED
332,"{""$date"":""2023-04-29T22:02:41.000Z""}",Dodge,2753,1,5a27e82c-2437-4e61-a761-c127e229781c,APPROVED
333,"{""$date"":""2022-10-27T22:07:00.000Z""}",Audi,6539,22,c778246f-a1c2-492c-9bd0-7062d6982a26,SETTLED
334,"{""$date"":""2023-02-10T08:27:44.000Z""}",Toyota,7335,15,fc0b3bf1-0c88-4456-9498-15fb1d451b83,SETTLED
335,"{""$date"":""2022-07-30T15:09:03.000Z""}",Cadillac,2174,18,21f568e5-2764-4967-a0df-fcfb27928a6e,SETTLED
336,"{""$date"":""2023-04-23T21:34:06.000Z""}",Honda,4991,27,14d37b01-810e-4a41-bb20-6726c8b0cc93,APPROVED
337,"{""$date"":""2023-01-25T11:33:52.000Z""}",BMW,4023,18,2ccb27d0-3c3b-4a8f-874d-f4e20c8a4963,SETTLED
338,"{""$date"":""2022-08-22T19:40:24.000Z""}",Mercedes-Benz,5497,29,39eeb01b-f767-4deb-9b45-4e2527069588,SETTLED
339,"{""$date"":""2023-02-15T01:40:58.000Z""}",Kia,8863,16,ce738af8-7a3a-436c-b9e6-23cea5b4a944,APPROVED
340,"{""$date"":""2022-07-12T03:43:50.000Z""}",Dodge,4897,23,48ca50bb-5b64-488b-8c49-6f8633f6f473,SETTLED
341,"{""$date"":""2022-12-11T10:31:36.000Z""}",Ford,8168,20,9acda741-e1ad-4289-922c-f8d5e900ffa0,SETTLED
342,"{""$date"":""2023-02-21T17:07:38.000Z""}",Lexus,1351,25,f020c565-ecc2-4413-8ac8-3dc17d218c8f,APPROVED
343,"{""$date"":""2023-04-12T11:49:20.000Z""}",Land Rover,219,25,d8609384-ea1f-4c01-b41d-c02d0d7937ca,APPROVED
344,"{""$date"":""2023-04-09T06:13:42.000Z""}",Dodge,1680,17,29d042fb-34ce-4463-bd82-f16880b2351a,APPROVED
345,"{""$date"":""2023-01-11T18:41:09.000Z""}",Plymouth,6903,20,7e71c6a6-c5c3-4b72-bed6-07ccda5cb1f4,APPROVED
346,"{""$date"":""2023-06-08T05:08:24.000Z""}",Chevrolet,2090,25,aeca610e-3abe-44f2-8e32-112cc7b9dbd2,APPROVED
347,"{""$date"":""2023-04-07T14:22:03.000Z""}",Mitsubishi,9922,8,a3adb0d8-5be1-4351-b7ec-36777865714b,SETTLED
348,"{""$date"":""2022-09-09T01:50:22.000Z""}",Volkswagen,1835,22,f37fbce4-7a55-4fee-8ee3-03e5005d1903,SETTLED
349,"{""$date"":""2023-01-28T14:08:17.000Z""}",Saturn,9787,6,e4739c75-2320-4324-8d8c-23f23b5dcf06,SETTLED
350,"{""$date"":""2023-01-02T18:56:19.000Z""}",Land Rover,8100,10,dc427c67-1fba-422d-a2e1-bdd37af130da,APPROVED
351,"{""$date"":""2023-02-01T19:43:50.000Z""}",GMC,4358,22,0bb73296-e2a8-4267-8c08-28233d495636,APPROVED
352,"{""$date"":""2022-07-31T16:30:35.000Z""}",Acura,9353,9,1eb2ea48-0706-4d04-a5f8-e188c0cec118,APPROVED
353,"{""$date"":""2023-01-18T18:12:32.000Z""}",Hyundai,5438,26,60bc8d7c-d798-4b43-ab2b-c2dc8c0b3e2f,SETTLED
354,"{""$date"":""2022-10-21T16:22:36.000Z""}",Ford,6177,26,663ac131-a614-4ebc-a02c-dfbb1a53c085,SETTLED
355,"{""$date"":""2023-06-21T04:34:04.000Z""}",Acura,1621,9,537dce7d-2102-4b6e-a2fe-f86c19ecba19,SETTLED
356,"{""$date"":""2023-03-11T04:05:54.000Z""}",Lamborghini,1307,30,10263634-c024-493b-bd8a-ce9ca0fc2b78,SETTLED
357,"{""$date"":""2022-07-21T04:56:01.000Z""}",Toyota,1148,15,d9671500-c39e-421b-a3d8-925cd871c105,APPROVED
358,"{""$date"":""2023-04-01T06:21:19.000Z""}",Pontiac,4465,8,50dfcd81-96d7-4ffc-b7dc-455ffeb567b8,APPROVED
359,"{""$date"":""2022-10-14T00:12:59.000Z""}",Toyota,7211,2,3aa89453-ba2d-4bc9-8ce0-13649851e6a7,SETTLED
360,"{""$date"":""2022-08-10T01:03:21.000Z""}",Chevrolet,1288,27,8ae9c5ac-37ab-477b-8e55-7fd15e5220bc,APPROVED
361,"{""$date"":""2023-01-12T15:45:49.000Z""}",Ford,2566,27,6d0c5665-89e6-4ce6-867d-722e6ed9b324,APPROVED
362,"{""$date"":""2023-04-28T02:01:15.000Z""}",Audi,4472,9,0f751687-fab4-4188-9762-d0658307e060,SETTLED
363,"{""$date"":""2022-11-26T20:41:45.000Z""}",Chevrolet,6719,2,4e1da804-3e7a-4767-b4d1-88d1103b1e8c,SETTLED
364,"{""$date"":""2023-02-22T08:43:48.000Z""}",Toyota,4415,26,0b6175fb-e385-42ec-b358-b66d3d68bfc2,SETTLED
365,"{""$date"":""2022-09-15T17:31:09.000Z""}",Mitsubishi,2512,6,bdbae6f6-0711-4b53-ad8a-f25a0ab71035,APPROVED
366,"{""$date"":""2022-09-17T17:16:11.000Z""}",Pontiac,6596,20,74def37f-aa41-46bb-9e78-6204540099ab,SETTLED
367,"{""$date"":""2022-10-06T02:38:45.000Z""}",BMW,5741,2,191df50f-a6dd-483f-928f-b13787eed5ab,APPROVED
368,"{""$date"":""2023-01-13T21:23:30.000Z""}",Infiniti,5746,9,62327149-a393-42a2-8dc2-3682d9791435,SETTLED
369,"{""$date"":""2023-04-17T04:12:27.000Z""}",Acura,9871,24,29662b0e-d9d2-4352-b341-19920cfcec8f,SETTLED
370,"{""$date"":""2023-04-16T18:32:17.000Z""}",Ford,1277,4,1cdbed6e-bf41-4a74-8e5f-456eeae91e99,SETTLED
371,"{""$date"":""2023-05-30T08:30:55.000Z""}",Cadillac,4911,14,aed05f7f-a31b-4116-be8d-70d457f2cbd9,APPROVED
372,"{""$date"":""2022-06-22T11:16:08.000Z""}",Volkswagen,6245,30,171566e0-816e-477b-bf63-a47ef9b20b6c,APPROVED
373,"{""$date"":""2022-09-20T04:02:54.000Z""}",Chevrolet,7002,12,05d35904-5d42-4079-9a80-e8cc0ac16df7,SETTLED
374,"{""$date"":""2023-05-01T08:02:56.000Z""}",Nissan,8857,16,40b3bc71-0694-413f-8870-c6a6bd6c1d4d,APPROVED
375,"{""$date"":""2022-08-08T03:32:56.000Z""}",BMW,8953,20,df5550ba-b240-4603-b9ae-49fd134a6eae,APPROVED
376,"{""$date"":""2022-07-01T16:44:36.000Z""}",Daewoo,2068,3,cebc88df-e54e-4ad8-8b8d-16a9ecb5f9c2,APPROVED
377,"{""$date"":""2022-12-09T00:45:36.000Z""}",GMC,4946,7,3a8c5d04-9b9e-42b6-a68f-8eaedfe861e3,APPROVED
378,"{""$date"":""2022-10-13T06:02:20.000Z""}",Ford,736,19,c207d8ad-629d-4954-be52-756c7b4f6e09,SETTLED
379,"{""$date"":""2022-11-26T10:03:02.000Z""}",Mitsubishi,5551,17,e08441ff-47f3-483d-a392-a91961d97617,APPROVED
380,"{""$date"":""2023-04-20T22:19:56.000Z""}",Subaru,6796,30,e9f2a0ac-136a-4171-9275-4f561cc058e2,APPROVED
381,"{""$date"":""2023-07-04T10:10:31.000Z""}",Dodge,8634,9,395a4bca-9855-4a2f-8c99-cd746da2e441,APPROVED
382,"{""$date"":""2022-08-11T16:12:16.000Z""}",Mitsubishi,678,19,3d42303b-fa4f-4d1e-87e3-35739c4c46f8,APPROVED
383,"{""$date"":""2023-03-16T20:58:26.000Z""}",Scion,7662,23,e9d536ce-ab2d-405e-8a44-5ca17ebe8e96,APPROVED
384,"{""$date"":""2022-12-29T14:37:18.000Z""}",Toyota,6467,15,e4bcfdc5-e6fe-40ab-b4e6-38dc65ec3e11,SETTLED
