transactionId,Date,Hour,name,dollars,user,transactionStatus
394,6/23/23,14:42,Ford,"$28,986.35 ",18,SETTLED
395,10/28/22,2:32,Nissan,"$7,691.11 ",40,SETTLED
396,3/27/23,9:50,BMW,"$57,466.73 ",39,SETTLED
397,10/28/22,23:19,Dodge,"$48,547.49 ",23,SETTLED
398,4/28/23,4:01,Geo,"$48,077.80 ",36,SETTLED
399,2/18/23,17:47,Porsche,"$84,554.97 ",12,SETTLED
400,4/3/23,3:40,Nissan,"$20,345.03 ",36,SETTLED
401,6/23/23,18:07,Saturn,"$45,846.64 ",25,SETTLED
402,2/13/23,10:04,Mitsubishi,"$30,398.57 ",11,SETTLED
403,10/2/22,16:20,Toyota,"$86,886.15 ",20,SETTLED
404,1/18/23,14:55,Toyota,"$21,538.38 ",8,SETTLED
405,6/30/23,7:38,Mercury,"$35,214.38 ",8,SETTLED
406,6/6/23,10:38,Subaru,"$41,372.96 ",39,SETTLED
407,6/8/23,10:48,Pontiac,"$41,500.67 ",14,SETTLED
408,11/24/22,12:26,Dodge,"$81,323.80 ",6,SETTLED
409,5/22/23,8:55,Ford,"$36,059.38 ",28,SETTLED
410,10/31/22,8:59,Dodge,"$43,474.63 ",27,SETTLED
411,4/16/23,19:38,Ford,"$3,189.90 ",34,SETTLED
412,6/13/23,20:38,Ferrari,"$32,508.36 ",14,SETTLED
413,9/24/22,3:59,Chrysler,"$21,909.01 ",7,SETTLED
414,12/19/22,12:15,Lexus,"$67,245.86 ",2,SETTLED
415,12/6/22,8:38,Kia,"$72,752.58 ",19,SETTLED
416,6/11/23,10:59,Lexus,"$84,634.53 ",14,SETTLED
417,12/7/22,5:03,Toyota,"$36,594.63 ",34,SETTLED
418,12/25/22,16:46,BMW,"$93,005.16 ",21,SETTLED
419,3/31/23,20:46,Mercedes-Benz,"$79,232.85 ",27,SETTLED
420,7/7/23,21:43,Chrysler,"$35,947.38 ",5,SETTLED
421,1/25/23,9:57,Chevrolet,"$64,338.93 ",16,SETTLED
422,10/15/22,18:54,Mazda,"$69,543.12 ",10,SETTLED
423,9/21/22,10:32,Toyota,"$62,582.98 ",25,SETTLED
424,4/27/23,1:15,BMW,"$76,645.73 ",28,SETTLED
425,12/25/22,5:33,Mercury,"$85,488.58 ",24,SETTLED
426,1/30/23,7:05,Chrysler,"$21,557.86 ",18,SETTLED
427,2/4/23,8:25,Merkur,"$88,769.66 ",24,SETTLED
428,7/12/23,6:55,Toyota,"$24,741.87 ",4,SETTLED
429,6/8/23,4:23,Cadillac,"$69,339.67 ",24,SETTLED
430,11/7/22,10:58,Pontiac,"$62,438.69 ",16,SETTLED
431,3/15/23,10:54,Lexus,"$20,078.58 ",19,SETTLED
432,12/14/22,15:25,Porsche,"$14,503.93 ",11,SETTLED
433,11/14/22,17:05,Ford,"$17,530.47 ",20,SETTLED
434,1/12/23,17:16,Cadillac,"$84,489.90 ",5,SETTLED
435,4/23/23,20:53,Chevrolet,"$25,226.88 ",32,SETTLED
436,12/26/22,13:38,Mitsubishi,"$19,260.48 ",31,SETTLED
437,7/16/23,13:40,GMC,"$26,142.50 ",8,SETTLED
438,4/14/23,20:47,BMW,"$9,212.82 ",7,SETTLED
439,12/28/22,2:08,Jaguar,"$63,386.29 ",4,SETTLED
440,10/28/22,20:51,Mazda,"$76,034.52 ",8,SETTLED
441,3/30/23,2:28,GMC,"$66,872.18 ",26,SETTLED
442,7/16/23,19:26,Chevrolet,"$39,026.43 ",16,SETTLED
443,10/14/22,22:14,Toyota,"$39,766.27 ",16,SETTLED
444,11/27/22,1:10,Porsche,"$72,340.70 ",29,SETTLED
445,11/17/22,3:11,Isuzu,"$69,695.22 ",32,SETTLED
446,4/13/23,20:25,Dodge,"$73,500.49 ",4,SETTLED
447,7/11/23,7:17,Buick,"$84,886.43 ",11,SETTLED
448,10/23/22,13:09,Chevrolet,"$85,102.87 ",26,SETTLED
449,1/16/23,13:28,Kia,"$2,068.20 ",5,SETTLED
450,9/20/22,10:58,Saab,"$54,052.37 ",24,SETTLED
451,7/8/23,19:04,Land Rover,"$47,571.49 ",3,SETTLED
452,10/27/22,19:55,Ford,"$71,541.37 ",18,SETTLED
453,12/16/22,4:34,BMW,"$41,181.54 ",16,SETTLED
454,2/2/23,0:09,Toyota,"$22,648.83 ",12,SETTLED
455,9/23/22,3:38,Subaru,"$48,357.81 ",27,SETTLED
456,2/11/23,5:20,Chevrolet,"$10,399.14 ",15,SETTLED
457,11/3/22,4:45,Ford,"$7,626.88 ",35,SETTLED
458,4/9/23,18:21,Chrysler,"$35,545.07 ",40,SETTLED
459,12/4/22,11:24,Toyota,"$46,090.44 ",27,SETTLED
460,3/23/23,15:43,Chevrolet,"$53,170.58 ",9,SETTLED
461,4/20/23,6:24,Dodge,"$56,671.82 ",25,SETTLED
462,3/17/23,16:49,Oldsmobile,"$73,449.06 ",4,SETTLED
463,11/16/22,19:52,Toyota,"$30,065.29 ",31,SETTLED
464,5/4/23,0:06,GMC,"$71,859.95 ",18,SETTLED
465,10/2/22,8:38,Ford,"$25,311.52 ",38,SETTLED
466,9/28/22,16:30,Honda,"$73,976.72 ",18,SETTLED
467,11/2/22,13:45,Suzuki,"$35,263.80 ",14,SETTLED
468,10/8/22,5:01,Cadillac,"$66,450.34 ",31,SETTLED
469,12/1/22,19:19,Audi,"$10,554.61 ",27,SETTLED
470,7/8/23,12:50,Lamborghini,"$83,184.31 ",22,SETTLED
471,6/22/23,8:22,Chevrolet,"$24,914.99 ",22,SETTLED
472,2/7/23,3:30,Ford,"$83,017.67 ",2,SETTLED
473,6/22/23,15:58,Jeep,"$19,310.80 ",3,SETTLED
474,3/1/23,4:57,Lexus,"$91,038.82 ",35,SETTLED
475,7/14/23,0:01,Cadillac,"$8,077.05 ",29,SETTLED
476,12/4/22,20:49,Chevrolet,"$20,287.25 ",30,SETTLED
477,9/21/22,19:50,Mercedes-Benz,$578.32 ,30,SETTLED
478,3/26/23,23:06,Honda,"$87,413.96 ",26,SETTLED
479,1/14/23,15:55,Audi,"$49,812.46 ",38,SETTLED
480,1/21/23,17:15,BMW,"$64,401.39 ",37,SETTLED
481,1/5/23,18:51,Subaru,"$43,303.61 ",18,SETTLED
482,11/5/22,17:42,Mercedes-Benz,"$22,032.83 ",36,SETTLED
483,4/14/23,9:17,Maserati,"$72,223.37 ",5,SETTLED
484,4/2/23,17:58,Subaru,"$14,241.35 ",11,SETTLED
485,12/25/22,21:00,Infiniti,"$84,326.84 ",29,SETTLED
486,1/23/23,1:27,Volkswagen,"$85,314.66 ",29,SETTLED
487,4/12/23,17:22,Buick,"$71,704.41 ",4,SETTLED
488,3/3/23,18:20,Cadillac,"$82,945.94 ",39,SETTLED
489,10/8/22,23:51,Chevrolet,"$29,966.71 ",15,SETTLED
490,3/10/23,2:49,Suzuki,"$36,975.31 ",38,SETTLED
491,5/25/23,20:11,Mercury,"$89,043.38 ",13,SETTLED
492,10/21/22,14:34,Nissan,"$38,195.98 ",37,SETTLED
493,3/21/23,17:53,BMW,"$38,412.03 ",5,SETTLED
494,5/6/23,1:09,Honda,"$54,200.24 ",31,SETTLED
495,4/19/23,20:02,Hummer,"$91,317.06 ",5,SETTLED
496,12/8/22,22:09,Nissan,"$73,991.62 ",19,SETTLED
497,5/19/23,18:05,Jaguar,"$33,385.40 ",7,SETTLED
498,5/21/23,17:42,Honda,"$2,914.63 ",34,SETTLED
499,1/5/23,14:49,Nissan,"$58,486.59 ",37,SETTLED
500,12/17/22,15:15,Mercedes-Benz,"$81,209.91 ",21,SETTLED
501,2/19/23,18:36,Dodge,"$42,565.32 ",12,SETTLED
502,12/28/22,19:25,Jeep,"$67,839.71 ",14,SETTLED
503,6/5/23,6:11,Chevrolet,"$27,587.70 ",19,SETTLED
504,4/19/23,1:58,GMC,"$62,209.14 ",29,SETTLED
505,6/27/23,6:38,Honda,"$1,810.73 ",27,SETTLED
506,5/24/23,6:21,Mercedes-Benz,"$50,775.04 ",4,SETTLED
507,12/16/22,17:30,Chevrolet,"$14,173.50 ",7,SETTLED
508,10/31/22,9:07,Lotus,"$85,664.73 ",31,SETTLED
509,10/12/22,11:06,Eagle,"$30,101.80 ",16,SETTLED
510,10/21/22,23:50,Honda,"$44,753.97 ",27,SETTLED
511,11/29/22,20:35,Mercedes-Benz,"$34,762.82 ",3,SETTLED
512,10/25/22,6:22,Volkswagen,"$29,783.09 ",22,SETTLED
513,12/14/22,21:01,Chevrolet,"$54,860.60 ",39,SETTLED
514,2/7/23,12:20,BMW,"$18,033.59 ",6,SETTLED
515,3/13/23,6:33,Toyota,"$18,219.33 ",34,SETTLED
516,4/22/23,2:57,Ford,"$25,894.66 ",37,SETTLED
517,5/22/23,21:28,Volkswagen,"$58,337.00 ",5,SETTLED
518,12/16/22,19:26,Lincoln,"$46,841.85 ",18,SETTLED
519,10/4/22,19:44,Hyundai,"$30,880.30 ",2,SETTLED
520,5/31/23,18:18,Mitsubishi,"$91,937.69 ",17,SETTLED
521,1/7/23,21:49,Ford,"$8,516.25 ",18,SETTLED
522,4/22/23,11:23,Chevrolet,"$7,590.87 ",5,SETTLED
523,7/2/23,13:11,Volkswagen,"$37,637.77 ",11,SETTLED
524,1/24/23,17:21,Maserati,"$4,543.32 ",4,SETTLED
525,5/22/23,6:17,Subaru,"$93,053.89 ",15,SETTLED
526,4/8/23,8:48,Jaguar,"$62,915.86 ",21,SETTLED
527,10/19/22,7:57,BMW,"$65,139.30 ",33,SETTLED
528,2/20/23,12:26,Volkswagen,"$50,201.14 ",37,SETTLED
529,12/10/22,15:26,Ferrari,"$70,403.00 ",8,SETTLED
530,10/26/22,19:04,Nissan,"$6,590.29 ",20,SETTLED
531,6/24/23,16:56,Lincoln,"$10,952.16 ",21,SETTLED
532,2/7/23,14:47,BMW,"$63,009.64 ",16,SETTLED
533,6/27/23,6:01,Toyota,"$16,109.93 ",7,SETTLED
534,12/8/22,2:52,Hyundai,"$79,553.70 ",28,SETTLED
535,2/19/23,3:50,Land Rover,"$44,256.29 ",4,SETTLED
536,7/7/23,4:43,Nissan,"$67,503.15 ",18,SETTLED
537,5/21/23,8:05,Saturn,"$13,355.13 ",11,SETTLED
538,5/25/23,20:48,Ford,"$92,873.89 ",11,SETTLED
539,3/19/23,12:20,Chevrolet,"$26,312.89 ",40,SETTLED
540,2/19/23,18:15,Mazda,"$66,108.57 ",4,SETTLED
541,5/26/23,15:26,Toyota,"$38,345.07 ",39,SETTLED
542,2/18/23,8:51,Toyota,"$69,987.61 ",5,SETTLED
543,10/20/22,10:36,Ford,"$55,060.12 ",35,SETTLED
544,6/19/23,11:56,Honda,"$84,421.57 ",3,SETTLED
545,11/18/22,4:26,Porsche,"$56,501.97 ",16,SETTLED
546,6/14/23,3:13,Mitsubishi,"$25,617.26 ",18,SETTLED
547,10/24/22,8:33,Ford,"$79,014.02 ",3,SETTLED
548,6/27/23,21:36,Jaguar,"$86,313.60 ",22,SETTLED
549,10/5/22,11:14,Toyota,"$21,387.72 ",11,SETTLED
550,11/12/22,7:53,GMC,"$90,408.87 ",36,SETTLED
551,3/9/23,3:34,Land Rover,"$5,805.56 ",33,SETTLED
552,4/24/23,21:13,Volkswagen,"$69,345.72 ",18,SETTLED
553,5/31/23,14:59,Acura,"$78,073.28 ",17,SETTLED
554,10/18/22,3:51,GMC,"$88,286.45 ",24,SETTLED
555,6/14/23,16:38,Infiniti,"$80,911.94 ",19,SETTLED
556,5/17/23,23:19,Mitsubishi,"$6,391.63 ",28,SETTLED
557,1/17/23,12:15,Jeep,"$52,828.18 ",21,SETTLED
558,10/30/22,15:26,Acura,"$25,114.48 ",34,SETTLED
559,6/26/23,22:17,Dodge,"$69,458.08 ",16,SETTLED
560,5/14/23,11:45,Mercedes-Benz,"$63,355.06 ",39,SETTLED
561,12/20/22,20:27,Lexus,"$33,388.53 ",31,SETTLED
562,2/22/23,11:29,GMC,$478.24 ,1,SETTLED
563,9/28/22,14:27,Honda,"$17,203.95 ",10,SETTLED
564,5/14/23,11:53,Ford,"$37,438.34 ",33,SETTLED
565,9/24/22,3:56,BMW,"$2,551.54 ",37,SETTLED
566,4/2/23,7:42,Geo,"$46,446.05 ",14,SETTLED
567,12/25/22,13:44,Infiniti,"$75,204.72 ",13,SETTLED
568,4/17/23,6:16,Ford,"$73,682.64 ",32,SETTLED
569,10/5/22,5:13,Chevrolet,"$34,298.67 ",15,SETTLED
570,7/6/23,0:58,Ford,"$31,615.30 ",23,SETTLED
571,4/29/23,3:57,Lincoln,"$21,550.30 ",33,SETTLED
572,2/3/23,16:13,Chevrolet,"$87,510.88 ",9,SETTLED
573,6/29/23,10:56,Mazda,"$22,388.07 ",13,SETTLED
574,4/22/23,13:57,Honda,"$90,304.43 ",6,SETTLED
575,11/15/22,20:31,Lexus,"$43,716.10 ",25,SETTLED
576,10/14/22,8:46,Porsche,"$42,879.40 ",37,SETTLED
577,2/26/23,8:37,Lincoln,"$71,051.19 ",26,SETTLED
578,12/19/22,1:14,Chevrolet,"$45,261.13 ",21,SETTLED
579,10/23/22,8:32,GMC,"$2,500.84 ",8,SETTLED
580,12/27/22,11:01,Volkswagen,"$51,769.99 ",37,SETTLED
581,6/21/23,16:56,Mazda,"$72,332.53 ",31,SETTLED
582,11/25/22,23:12,BMW,"$41,654.11 ",35,SETTLED
583,11/26/22,19:18,Mitsubishi,"$90,778.14 ",25,SETTLED
584,12/13/22,20:23,Mercedes-Benz,$284.91 ,30,SETTLED
585,3/12/23,2:56,Ford,"$28,446.39 ",27,SETTLED
586,6/4/23,0:01,Jaguar,"$15,689.45 ",30,SETTLED
587,9/21/22,2:11,Suzuki,"$62,488.32 ",29,SETTLED
588,11/4/22,13:40,Ford,"$61,642.44 ",30,SETTLED
589,4/10/23,23:45,Pontiac,"$76,036.51 ",6,SETTLED
590,6/21/23,18:13,Nissan,"$18,305.80 ",11,SETTLED
591,9/25/22,15:05,Ford,"$52,803.95 ",16,SETTLED
592,3/21/23,10:09,Chevrolet,"$88,377.95 ",13,SETTLED
593,3/17/23,9:47,Nissan,"$13,827.57 ",22,SETTLED
594,5/31/23,12:16,Dodge,"$84,134.21 ",39,SETTLED
595,10/3/22,10:43,Ford,"$46,295.71 ",6,SETTLED
596,9/23/22,8:04,Audi,"$91,959.06 ",19,SETTLED
597,3/20/23,15:39,Nissan,"$92,199.35 ",4,SETTLED
598,12/12/22,11:17,Cadillac,"$65,590.49 ",24,SETTLED
599,2/5/23,15:20,Cadillac,"$21,314.61 ",26,SETTLED
600,1/2/23,3:26,Chrysler,"$54,174.16 ",35,SETTLED
601,10/12/22,8:47,Mazda,"$62,323.85 ",10,SETTLED
602,1/13/23,1:44,Toyota,"$17,342.98 ",11,SETTLED
603,11/3/22,3:34,Lotus,"$86,153.77 ",6,SETTLED
604,1/4/23,5:06,Audi,"$22,743.63 ",21,SETTLED
605,10/21/22,8:23,Ford,"$85,726.38 ",3,SETTLED
606,11/4/22,22:16,Toyota,"$3,403.05 ",18,SETTLED
607,12/29/22,23:11,Subaru,"$33,834.39 ",29,SETTLED
608,1/23/23,6:41,Jeep,"$18,539.84 ",40,SETTLED
609,12/25/22,9:13,Kia,"$25,908.65 ",35,SETTLED
610,6/16/23,9:21,Chevrolet,"$86,988.39 ",11,SETTLED
611,1/4/23,15:52,Lexus,"$65,915.51 ",20,SETTLED
612,4/13/23,15:32,Volkswagen,"$2,448.51 ",11,SETTLED
613,10/19/22,21:14,Chevrolet,"$46,699.92 ",19,SETTLED
614,12/9/22,0:43,Toyota,"$30,408.48 ",31,SETTLED
615,12/30/22,6:13,Bentley,"$71,099.90 ",32,SETTLED
616,6/1/23,9:30,Saturn,"$58,966.73 ",11,SETTLED
617,12/10/22,16:09,Saturn,"$57,354.16 ",4,SETTLED
618,2/3/23,17:53,BMW,"$11,224.76 ",7,SETTLED
619,11/22/22,3:08,Chevrolet,"$31,719.63 ",6,SETTLED
620,10/10/22,9:16,Ford,"$1,671.22 ",29,SETTLED
621,4/28/23,21:00,Hyundai,"$72,075.51 ",15,SETTLED
622,2/2/23,9:39,BMW,"$85,907.23 ",10,SETTLED
623,10/2/22,19:14,Pontiac,"$16,678.78 ",8,SETTLED
624,6/9/23,9:59,Kia,"$92,213.84 ",11,SETTLED
625,5/9/23,20:48,Audi,"$54,659.76 ",2,SETTLED
626,5/4/23,15:12,Subaru,"$5,563.67 ",1,SETTLED
627,1/5/23,6:22,Saab,"$58,385.92 ",25,SETTLED
628,11/24/22,5:33,Lexus,"$43,468.21 ",33,SETTLED
629,4/4/23,21:09,Lexus,"$39,560.88 ",37,SETTLED
630,5/18/23,16:14,Volkswagen,"$39,056.14 ",15,SETTLED
631,4/20/23,6:49,Saturn,"$36,779.31 ",19,SETTLED
632,5/21/23,12:33,Oldsmobile,"$22,206.94 ",28,SETTLED
633,1/5/23,11:38,Hyundai,"$21,014.01 ",11,SETTLED
634,3/29/23,22:33,Porsche,"$10,496.53 ",7,SETTLED
635,3/24/23,10:53,Cadillac,"$29,575.41 ",27,SETTLED
636,10/14/22,2:13,Subaru,"$3,625.75 ",32,SETTLED
637,5/14/23,17:20,Ford,"$82,495.63 ",39,SETTLED
638,10/22/22,9:07,Lexus,"$69,765.12 ",32,SETTLED
639,4/6/23,20:13,GMC,"$90,570.32 ",14,SETTLED
640,11/18/22,15:16,Buick,"$87,338.25 ",7,SETTLED
641,6/26/23,0:24,Ford,"$35,303.66 ",34,SETTLED
642,2/22/23,13:01,Dodge,"$29,113.27 ",14,SETTLED
643,5/17/23,13:53,Suzuki,"$20,071.66 ",3,SETTLED
644,5/4/23,22:15,Spyker,"$73,984.92 ",22,SETTLED
645,2/12/23,12:02,Ford,"$86,375.26 ",28,SETTLED
646,3/5/23,6:56,Isuzu,"$67,085.42 ",11,SETTLED
647,11/25/22,10:03,BMW,"$41,279.34 ",39,SETTLED
648,2/11/23,18:00,Lexus,"$50,113.77 ",5,SETTLED
649,11/17/22,10:43,Suzuki,"$32,941.08 ",25,SETTLED
650,10/22/22,16:33,Volvo,"$49,864.71 ",32,SETTLED
651,7/9/23,5:24,Buick,"$17,353.12 ",7,SETTLED
652,10/20/22,15:50,Volkswagen,"$86,602.67 ",18,SETTLED
653,9/26/22,0:35,Dodge,"$68,993.27 ",40,SETTLED
654,5/3/23,9:44,Pontiac,"$32,818.15 ",31,SETTLED
655,2/19/23,11:03,Jaguar,"$51,359.37 ",16,SETTLED
656,9/29/22,9:50,Oldsmobile,"$29,395.25 ",24,SETTLED
657,3/12/23,3:25,Toyota,"$44,393.42 ",1,SETTLED
658,10/1/22,20:08,Hyundai,"$46,544.13 ",27,SETTLED
659,10/8/22,2:54,Toyota,"$70,253.59 ",33,SETTLED
660,4/28/23,16:04,Ford,"$10,660.10 ",25,SETTLED
661,4/27/23,16:25,Subaru,"$29,738.21 ",7,SETTLED
662,9/27/22,18:32,Ford,"$45,645.02 ",4,SETTLED
663,6/13/23,4:10,Mercedes-Benz,"$64,632.15 ",10,SETTLED
664,4/20/23,16:55,Saab,"$16,661.64 ",30,SETTLED
665,10/26/22,9:24,Porsche,"$91,195.72 ",5,SETTLED
666,6/25/23,20:32,Ford,"$37,145.63 ",15,SETTLED
667,1/30/23,3:42,Mercedes-Benz,"$34,954.71 ",30,SETTLED
668,11/7/22,15:41,Volvo,"$33,173.34 ",16,SETTLED
669,2/15/23,3:29,Lamborghini,"$27,655.24 ",13,SETTLED
670,10/21/22,23:23,Jaguar,"$56,939.31 ",40,SETTLED
671,12/27/22,3:58,Ford,"$6,022.31 ",37,SETTLED
672,11/24/22,2:17,Pontiac,"$16,516.47 ",37,SETTLED
673,11/29/22,3:46,Dodge,"$63,674.54 ",17,SETTLED
674,3/28/23,14:48,Oldsmobile,"$50,808.92 ",26,SETTLED
675,2/12/23,8:47,Infiniti,"$22,937.01 ",25,SETTLED
676,1/31/23,20:44,Honda,"$10,656.80 ",34,SETTLED
677,6/25/23,16:54,Ford,"$1,184.61 ",40,SETTLED
678,10/18/22,0:56,Volkswagen,"$81,894.98 ",35,SETTLED
679,7/2/23,7:23,Lexus,"$91,662.08 ",30,SETTLED
680,4/14/23,18:22,Volkswagen,"$53,436.73 ",23,SETTLED
681,3/11/23,23:12,Ford,"$37,323.25 ",9,SETTLED
682,12/19/22,10:52,Toyota,"$11,987.55 ",27,SETTLED
683,6/16/23,22:19,Volkswagen,"$9,607.91 ",2,SETTLED
684,11/28/22,13:16,Subaru,"$35,955.36 ",5,SETTLED
685,5/17/23,4:10,Porsche,"$29,604.00 ",9,SETTLED
686,1/6/23,11:58,Toyota,"$42,319.68 ",6,SETTLED
687,2/14/23,18:35,Chevrolet,"$27,724.19 ",3,SETTLED
688,6/22/23,12:12,GMC,"$91,721.80 ",3,SETTLED
689,10/29/22,22:22,Mercury,"$68,360.18 ",14,SETTLED
690,11/26/22,19:44,Lincoln,"$52,323.32 ",25,SETTLED
691,11/20/22,12:56,Mercury,"$52,959.71 ",24,SETTLED
692,6/24/23,11:19,Mercury,"$41,189.92 ",28,SETTLED
693,5/26/23,4:07,Acura,"$91,720.12 ",26,SETTLED
694,4/28/23,10:57,Chevrolet,"$64,459.35 ",18,SETTLED
695,4/11/23,10:18,BMW,"$60,047.73 ",18,SETTLED
696,4/11/23,1:06,Ferrari,"$59,340.77 ",26,SETTLED
697,5/28/23,0:51,Ford,"$37,931.42 ",6,SETTLED
698,5/17/23,2:11,Land Rover,"$14,547.18 ",29,SETTLED
699,3/10/23,14:55,BMW,"$23,539.79 ",32,SETTLED
700,3/19/23,16:59,Pontiac,"$85,974.13 ",22,SETTLED
701,4/16/23,21:04,Jeep,"$84,159.75 ",5,SETTLED
702,5/3/23,6:03,Volkswagen,"$21,639.16 ",26,SETTLED
703,4/3/23,6:21,Volkswagen,"$57,580.61 ",12,SETTLED
704,10/19/22,20:27,MINI,"$88,506.07 ",28,SETTLED
705,3/26/23,21:22,Chevrolet,"$29,952.10 ",36,SETTLED
706,4/1/23,23:16,Dodge,"$78,764.35 ",30,SETTLED
707,3/7/23,2:39,Acura,"$40,095.78 ",8,SETTLED
708,1/15/23,19:27,Jaguar,"$78,646.75 ",5,SETTLED
709,12/29/22,10:37,Suzuki,"$46,971.89 ",33,SETTLED
710,2/26/23,7:38,Ford,"$24,323.00 ",37,SETTLED
711,12/10/22,2:50,Chevrolet,"$54,357.67 ",3,SETTLED
712,1/4/23,3:08,Dodge,"$12,700.93 ",28,SETTLED
713,6/3/23,10:35,Nissan,"$24,116.60 ",14,SETTLED
714,4/5/23,6:10,Volvo,"$92,776.76 ",36,SETTLED
715,9/23/22,9:45,Suzuki,$834.07 ,38,SETTLED
716,6/2/23,2:09,Suzuki,"$14,920.19 ",33,SETTLED
717,4/2/23,21:06,GMC,"$66,653.68 ",9,SETTLED
718,12/29/22,13:28,Volvo,"$20,353.46 ",28,SETTLED
719,5/9/23,15:14,Ford,"$47,107.67 ",31,SETTLED
720,5/4/23,12:37,Volkswagen,"$51,054.24 ",12,SETTLED
721,6/14/23,20:15,Acura,"$57,591.35 ",33,SETTLED
722,4/13/23,1:23,Mercury,"$74,010.89 ",24,SETTLED
723,11/10/22,17:17,Cadillac,"$79,299.60 ",36,SETTLED
724,1/21/23,2:36,Land Rover,"$27,693.68 ",37,SETTLED
725,10/9/22,5:11,Ford,"$19,645.31 ",26,SETTLED
726,10/5/22,21:27,Volvo,"$20,072.07 ",15,SETTLED
727,6/8/23,8:00,Chevrolet,"$13,750.50 ",10,SETTLED
728,1/31/23,16:46,Ford,"$82,111.06 ",32,SETTLED
729,10/23/22,6:56,Buick,"$36,289.96 ",34,SETTLED
730,3/1/23,7:30,Mitsubishi,"$57,161.30 ",31,SETTLED
731,9/29/22,17:47,Buick,"$14,625.49 ",35,SETTLED
732,10/7/22,0:49,Infiniti,"$36,849.32 ",26,SETTLED
733,10/17/22,9:23,Mitsubishi,"$85,852.72 ",12,SETTLED
734,10/1/22,9:40,Volkswagen,"$69,766.06 ",21,SETTLED
735,3/1/23,3:04,Ford,"$71,560.90 ",29,SETTLED
736,6/13/23,14:00,Oldsmobile,"$61,169.04 ",40,SETTLED
737,9/21/22,6:53,Chevrolet,"$1,580.31 ",6,SETTLED
738,11/28/22,4:36,Lincoln,"$10,916.08 ",2,SETTLED
739,9/28/22,23:08,Porsche,"$40,916.33 ",33,SETTLED
740,3/26/23,21:10,Dodge,"$25,450.25 ",9,SETTLED
741,10/25/22,6:00,Toyota,"$85,083.48 ",26,SETTLED
742,3/8/23,2:40,Ford,"$55,341.18 ",18,SETTLED
743,2/15/23,16:05,Mercedes-Benz,"$78,904.70 ",37,SETTLED
744,10/28/22,4:57,Chevrolet,"$44,296.99 ",16,SETTLED
745,10/22/22,18:23,Chevrolet,"$36,196.02 ",18,SETTLED
746,4/24/23,3:02,Nissan,"$80,779.20 ",7,SETTLED
747,5/2/23,19:50,Mercury,"$8,736.33 ",40,SETTLED
748,2/4/23,22:42,Dodge,"$72,882.06 ",3,SETTLED
749,4/18/23,16:44,Chrysler,"$18,416.74 ",8,SETTLED
750,1/8/23,3:04,Ford,"$83,354.44 ",20,SETTLED
751,10/23/22,22:21,Ford,"$9,785.45 ",17,SETTLED
752,12/26/22,18:32,Dodge,"$65,984.16 ",6,SETTLED
753,11/11/22,17:48,Infiniti,"$6,047.37 ",16,SETTLED
754,9/21/22,13:13,Mitsubishi,"$46,102.86 ",20,SETTLED
755,11/17/22,0:45,Mitsubishi,"$75,619.09 ",10,SETTLED
756,7/6/23,22:29,Volvo,"$38,473.79 ",28,SETTLED
757,12/2/22,7:29,Volkswagen,"$60,883.12 ",25,SETTLED
758,2/10/23,15:25,Nissan,"$1,799.82 ",25,SETTLED
759,7/8/23,11:29,Honda,"$40,570.54 ",21,SETTLED
760,4/22/23,6:58,Mazda,"$40,950.50 ",32,SETTLED
761,9/20/22,8:31,Toyota,"$78,881.39 ",13,SETTLED
762,6/25/23,19:47,Lincoln,"$92,106.55 ",14,SETTLED
763,3/3/23,12:19,Mercedes-Benz,"$7,997.65 ",13,SETTLED
764,2/22/23,14:15,Chevrolet,"$13,114.45 ",4,SETTLED
765,10/25/22,3:14,Dodge,"$79,824.35 ",4,SETTLED
766,3/27/23,23:00,Mitsubishi,"$17,084.94 ",25,SETTLED
767,6/29/23,11:23,Kia,"$1,955.75 ",39,SETTLED
768,5/30/23,8:32,Pontiac,"$61,941.27 ",40,SETTLED
769,4/28/23,0:47,Volvo,"$31,433.73 ",4,SETTLED
770,11/11/22,3:38,Toyota,"$65,259.63 ",32,SETTLED
771,7/13/23,9:05,Chevrolet,"$32,242.15 ",34,SETTLED
772,6/8/23,4:29,Pontiac,"$58,774.30 ",29,SETTLED
773,6/27/23,8:27,Ford,"$53,839.25 ",6,SETTLED
774,10/5/22,16:14,Mazda,"$93,110.05 ",13,SETTLED
775,1/21/23,13:41,Toyota,"$37,688.22 ",39,SETTLED
776,12/10/22,4:42,Chevrolet,"$23,110.95 ",29,SETTLED
777,7/10/23,21:02,Chrysler,"$84,831.22 ",31,SETTLED
778,3/30/23,18:21,Subaru,"$32,191.52 ",34,SETTLED
779,6/30/23,14:25,Mitsubishi,"$72,823.15 ",12,SETTLED
780,3/30/23,8:51,Pontiac,"$60,512.41 ",26,SETTLED
781,3/21/23,15:34,Ford,"$49,359.84 ",3,SETTLED
782,3/29/23,10:43,Pontiac,"$62,166.87 ",14,SETTLED
783,11/22/22,8:33,Chevrolet,"$58,058.06 ",23,SETTLED
784,12/14/22,17:35,Ford,"$49,265.86 ",15,SETTLED
785,6/11/23,20:53,Chevrolet,"$80,799.07 ",25,SETTLED
786,3/28/23,18:19,Mercury,"$81,146.75 ",11,SETTLED
787,12/23/22,5:43,Lexus,"$48,174.14 ",27,SETTLED
